990,1,Month from 1900,Gaspresure
983,215
983,22
983,217
983,305
984,215
984,215
984,209
984,257
984,205
984,243
984,288
985,223
985,232
985,218
986,288
986,219
986,213
986,22
986,229
987,231
987,212
987,212
987,211
987,212
987,214
987,22
987,209
987,234
987,211
988,21
988,212
988,209
988,223
988,229
989,228
989,21
989,221
989,212
989,229
989,211
989,212
989,218
989,213
989,212
990,21
990,213
990,216
990,214
991,23
991,215
991,286
991,215
992,221
992,214
992,23
992,22
992,212
993,213
993,212
993,216
993,213
993,214
993,214
993,22
993,212
994,213
994,222
994,213
994,213
994,214
994,216
995,213
995,221
995,215
995,25
995,235
997,227
997,284
997,214
997,216
998,229
998,212
998,209
998,207
999,214
999,208
999,21
999,208
999,207
999,213
999,211
1000,231
1000,215
1000,206
1000,208
1000,209
1000,23
1000,207
1000,21
1001,223
1001,22
1001,207
1001,207
1001,209
1002,21
1002,207
1002,213
1003,245
1003,211
1004,209
1004,214
1004,212
1004,208
1004,219
1004,208
1005,209
1005,211
1005,214
1005,209
1005,209
1005,208
1005,21
1005,222
1005,209
1006,214
1006,209
1006,211
1006,21
1006,208
1007,212
1007,208
1007,207
1007,207
1007,227
1007,242
1009,222
1009,28
1010,217
1010,209
1011,204
1011,205
1011,201
1011,206
1011,203
1012,201
1012,205
1012,201
1012,201
1012,203
1012,207
1013,205
1013,211
1013,206
1013,2
1013,201
1013,2
1014,2
1014,209
1014,209
1014,2
1014,204
1014,203
1015,203
1015,204
1015,203
1016,211
1016,212
1016,202
1016,201
1016,208
1016,2
1017,202
1017,201
1017,201
1017,209
1017,212
1017,202
1017,247
1018,203
1018,2
1018,203
1018,214
1018,201
1019,2
1019,207
1019,201
1020,211
1020,203
1020,235
1021,207
1021,202
1021,216
1022,215
1022,201
1023,193
1023,191
1023,195
1023,195
1023,214
1023,194
1024,207
1024,205
1024,195
1024,193
1024,2
1024,205
1024,197
1024,191
1024,203
1024,196
1025,21
1025,199
1025,186
1026,194
1026,196
1026,197
1026,19
1026,208
1026,194
1027,199
1027,197
1027,211
1027,216
1027,199
1028,205
1028,191
1028,202
1028,204
1029,195
1029,198
1029,205
1029,206
1029,2
1029,195
1030,195
1030,217
1030,197
1030,211
1030,191
1030,193
1030,191
1030,194
1031,19
1031,189
1031,197
1031,192
1032,204
1035,200
1035,210
1035,209
1035,190
1035,190
1035,183
1035,191
1035,206
1035,197
1035,201
1036,190
1036,183
1036,199
1036,182
1037,196
1037,188
1037,191
1037,187
1038,199
1038,189
1038,192
1038,193
1038,187
1038,195
1038,196
1039,190
1039,190
1039,194
1039,207
1039,195
1040,188
1040,191
1040,188
1040,210
1040,203
1041,188
1041,187
1041,198
1041,203
1041,193
1042,212
1042,187
1042,187
1042,195
1044,188
1045,20
1045,190
1046,204
1046,185
1046,187
1047,189
1048,206
1048,184
1048,184
1048,183
1048,187
1048,187
1048,187
1048,186
1049,184
1049,201
1049,184
1050,186
1050,191
1050,189
1050,190
1050,188
1051,193
1051,189
1051,187
1052,197
1052,193
1052,191
1053,201
1053,186
1053,188
1054,186
1054,187
1054,188
1054,186
1054,186
1054,194
1054,194
1054,195
1057,220
1057,201
1058,218
1059,186
1059,185
1059,189
1060,185
1060,183
1060,191
1060,196
1060,189
1060,200
1060,198
1061,191
1061,196
1061,186
1061,195
1061,186
1061,185
1062,184
1062,185
1062,189
1062,191
1062,184
1062,186
1062,193
1062,184
1063,185
1063,185
1063,183
1063,185
1063,198
1063,196
1063,186
1063,190
1064,184
1064,192
1064,185
1065,187
1065,187
1065,185
1065,185
1066,185
1066,193
1066,185
1066,186
1066,192
1066,186
1067,185
1067,185
1069,194
1069,186
1069,213
1070,185
1070,198
1071,183
1071,186
1071,191
1072,188
1072,184
1072,184
1073,184
1073,191
1073,190
1074,191
1074,185
1074,184
1074,185
1074,190
1074,183
1074,187
1075,183
1075,183
1075,184
1075,183
1075,184
1075,192
1075,184
1076,186
1076,188
1076,194
1076,184
1077,184
1077,184
1077,183
1077,183
1077,196
1077,184
1078,183
1078,183
1078,184
1078,186
1078,185
1079,183
1079,187
1080,175
1080,176
1080,175
1082,183
1082,196
1082,200
1083,187
1083,182
1083,181
1083,191
1083,184
1084,182
1084,189
1084,184
1084,183
1084,182
1085,179
1085,188
1085,182
1085,187
1085,180
1086,182
1086,181
1086,182
1087,182
1087,182
1087,180
1087,184
1088,181
1088,182
1088,181
1088,181
1088,184
1088,183
1088,183
1089,182
1089,181
1089,181
1089,186
1089,183
1089,178
1090,182
1090,183
1090,190
1090,225
1090,181
1090,182
1091,180
1091,183
1092,180
1094,181
1094,204
1094,194
1094,178
1094,176
1095,176
1095,189
1096,184
1096,180
1097,182
1097,184
1097,183
1097,187
1098,180
1098,177
1098,174
1098,177
1098,177
1098,186
1099,180
1099,177
1099,177
1099,175
1099,175
1100,176
1100,176
1100,174
1101,174
1101,183
1101,181
1101,178
1101,180
1101,176
1101,177
1101,222
1101,177
1101,174
1102,175
1102,177
1102,178
1102,181
1103,177
1103,173
1104,255
1104,172
1104,172
1104,174
1107,172
1107,186
1108,169
1108,175
1108,181
1109,183
1109,183
1109,179
1109,172
1109,169
1110,198
1110,179
1110,171
1111,181
1111,172
1111,174
1111,173
1111,172
1111,171
1111,169
1111,172
1111,172
1111,170
1112,171
1112,174
1112,170
1113,171
1113,186
1113,170
1113,174
1113,187
1113,180
1113,171
1113,171
1113,171
1113,168
1114,176
1114,175
1114,172
1114,176
1115,170
1115,168
1115,169
1115,167
1115,219
1115,173
1115,174
1116,252
1116,168
1117,167
1117,172
1117,182
1118,171
1119,167
1119,172
1120,177
1121,180
1121,175
1122,167
1122,175
1122,167
1122,168
1122,165
1122,183
1122,163
1123,194
1123,165
1123,163
1123,168
1123,163
1123,170
1123,172
1123,163
1123,168
1124,169
1124,171
1124,165
1124,163
1124,170
1124,251
1124,163
1124,166
1125,164
1125,183
1125,176
1125,182
1126,166
1126,166
1126,215
1126,165
1126,165
1126,165
1126,176
1127,166
1127,165
1127,169
1129,168
1129,174
1130,176
1130,179
1130,161
1131,166
1133,163
1133,170
1134,161
1134,161
1134,162
1134,161
1134,181
1134,173
1134,162
1134,190
1135,162
1135,213
1135,162
1135,163
1135,161
1136,161
1136,163
1136,160
1136,174
1136,163
1136,162
1136,163
1137,163
1137,161
1137,164
1137,171
1137,212
1138,162
1138,161
1138,161
1139,165
1139,166
1139,164
1139,165
1139,162
1139,161
1139,161
1140,162
1141,181
1141,173
1141,159
1142,158
1143,162
1143,174
1143,168
1143,171
1145,158
1145,161
1145,160
1145,161
1146,159
1146,222
1146,174
1147,160
1147,173
1147,158
1148,162
1148,162
1148,209
1148,185
1148,158
1149,160
1149,160
1149,173
1149,179
1150,160
1150,164
1150,161
1151,161
1154,164
1155,244
1155,155
1156,153
1157,153
1157,155
1157,154
1158,157
1158,155
1159,167
1160,161
1160,157
1161,156
1161,155
1161,154
1162,155
1162,164
1162,153
1162,156
1162,153
1162,153
1163,158
1166,152
1167,152
1168,147
1168,156
1168,148
1168,149
1169,242
1169,175
1169,159
1169,153
1169,176
1169,151
1169,150
1170,155
1171,147
1171,150
1172,167
1173,152
1173,153
1173,153
1173,149
1173,149
1174,149
1174,155
1174,154
1176,147
1178,154
1178,149
1178,174
1178,173
1179,166
1179,150
1179,150
1179,240
1180,156
1180,150
1180,145
1183,147
1183,155
1183,150
1185,148
1185,151
1187,147
1187,144
1187,166
1187,145
1187,151
1187,145
1187,146
1187,144
1188,169
1190,162
1191,164
1191,142
1191,165
1191,146
1191,163
1191,146
1192,143
1192,238
1192,144
1192,148
1192,172
1193,147
1197,148
1197,148
1197,143
1197,149
1198,153
1198,143
1198,151
1198,143
1199,146
1199,147
1203,138
1203,143
1204,143
1204,139
1204,142
1205,143
1205,143
1205,141
1207,142
1207,146
1210,141
1210,145
1210,145
1210,159
1210,157
1210,147
1211,187
1211,146
1211,152
1211,163
1212,234
1212,139
1214,160
1214,136
1214,137
1215,136
1215,140
1216,140
1216,144
1216,161
1221,154
1222,160
1223,142
1223,137
1223,136
1224,137
1227,133
1227,136
1228,165
1229,232
1229,139
1229,138
1230,152
1230,136
1230,154
1230,141
1230,136
1231,140
1231,136
1232,139
1232,135
1232,137
1233,136
1233,145
1233,135
1233,141
1234,137
1235,136
1237,132
1240,134
1240,140
1241,132
1241,163
1241,132
1244,138
1245,134
1245,133
1245,135
1245,134
1246,141
1246,187
1250,127
1251,191
1252,186
1252,153
1252,127
1258,129
1258,130
1262,129
1263,124
1263,126
1264,122
1264,119
1266,125
1266,186
1267,132
1274,126
1275,120
1275,120
1275,122
1275,120
1275,120
1276,118
1276,118
1277,118
1277,124
1277,124
1278,128
1280,119
1281,123
1281,122
1282,122
1282,143
1282,142
1282,123
1282,122
1286,139
1287,138
1287,141
1288,152
1288,118
1288,118
1289,117
1289,121
1290,118
1291,119
1294,126
1297,117
1298,130
1298,126
1299,129
1300,126
1302,119
1302,118
1305,113
1306,117
1309,114
1310,136
1310,124
1311,110
1313,114
1314,178
1314,155
1314,139
1314,108
1315,102
1316,109
1316,143
1317,115
1317,117
1325,102
1325,104
1326,107
1326,101
1326,108
1330,113
1334,100
1334,111
1335,129
1337,100
1339,97
1339,103
1340,101
1342,108
1342,124
1343,97
1346,121
1346,102
1347,176
1348,93
1349,135
1349,90
1349,95
1350,141
1350,142
1350,91
1351,90
1351,91
1352,91
1352,91
1353,178
1354,95
1355,89
1358,154
1358,107
1359,154
1359,104
1359,128
1359,84
1359,84
1359,88
1360,110
1360,105
1361,92
1363,90
1363,88
1365,91
1365,93
1366,84
1374,79
1377,96
1378,78
1378,78
1380,72
1380,72
1380,71

